CompanyName,JobTitle,JobDesc,URL
Commonwealth Bank,Program Business Analyst,"[['Develop leaders to drive our culture and lead in a global, disruptive world', 'Become a magnet for talent', 'Establish workforce capabilities to underpin our current and future success', ''], ['Demonstrated ability to engage stakeholders of all levels and regularly communicate to achieve goals', 'Strong analytics and insights experience including data insights, reporting and research skills', '']]",https://indeed.com/rc/clk?jk=f33c98af152f49e2&fccid=26f47cce54403a22&vjs=3
N/A,Program Business Analyst,[],https://indeed.com/rc/clk?jk=8bf4414b2d76123f&fccid=dd616958bd9ddc12&vjs=3
Qantas Airways Limited,Marketing Insights Analyst,"[['Challenge yourself to design audiences and deliver campaign analysis for offshore marketing teams', 'Take an opportunity to grow and diversify your career', '6 month paternity leave cover based in our state-of-the-art Mascot campus', '', ''], ['Tertiary qualifications in data science, mathematics, statistics or related field', '1+ years in roles related to data analysis', 'Sound knowledge of SQL querying and relational databases', 'Flexible, ‘can-do’ attitude; eager and enthusiastic to learn new things and get involved in whatever required', 'Highly analytical, with experience in data analysis and reporting', 'Capable of managing and prioritising a number of competing tasks for different departments', 'Understanding of Adobe Analytics and Adobe Audience Manager desirable', 'Experience with marketing data desirable', '']]",https://indeed.com/rc/clk?jk=426d05a128d17c47&fccid=324609cba1d1a5ac&vjs=3
N/A,Marketing Insights Analyst,[],https://indeed.com/company/Ingenico/jobs/Level-Support-93bd8b1169badda1?fccid=072fd78bc166e1fe&vjs=3
Genworth,Business Analyst,"[['', 'Translate business requirements into clear and measurable outcomes', 'Provide detailed analysis and advice for business solutions, systems and process change across the business using relevant data', 'Assist in the remediation of data quality issues and identifying policy, system and procedural improvements', 'Supporting the maintenance of the appropriate data and information across the portfolio', 'Support the creation of business analysis and presenting insights to key stakeholders (including Senior Leadership Team, Customer and Regulator)', 'Help running effective scrums using AGILE framework', 'Organising and facilitating workshops to identify, analyse, interpret and document business functional and non-functional requirements using established methodologies', 'Working with project sponsors, owners and stakeholders to develop robust and quality concept papers and business cases, with the inclusion of cost and benefits analysis', 'Communicating progress and status using standard tools, templates and practices', 'Enhancing business analysis capabilities across the business through mentoring, training and enhancing templates, tools and processes', 'Support the Business Intelligence Manager and senior business analyst in ensuring all system problems and risk issues are communicated to the relevant parties and that permanent solutions are identified and executed', 'Support the Business Intelligence Manager to influence, collaborate and build consensus with stakeholders to arrive at decisions'], ['', 'At least 2-3 years’ experience in the financial services, preferably banking and finance, with strong understanding of integrations between traditional backend systems and digital touchpoints', 'Minimum of a Bachelor’s degree (Business, Statistics or IT preferred)', 'Demonstrated knowledge of technology design processes, reporting and analytics, including technology architecture mapping', 'Proficient in MS Office, including Excel, Word, PowerPoint, Tableau, Visio and Project', 'Strong interpersonal skills with proven ability to collaborate and influence internally / external customers', 'Demonstrable awareness of risk management and control', 'Highly numerate / data literate with strong analytical / problem-solving skills', 'Experience in working in a high-paced, customer focussed environment', 'Ability to manage multiple priorities, whilst delivering quality outcomes to deadline', 'Consistently demonstrate a positive, enthusiastic attitude, and take the initiative to overcome obstacles', 'Attention to detail and the ability to work independently with minimal supervision while being part of a high performing team', 'Excellent interpersonal and communication skills with proven ability to effectively communicate with stakeholders and colleagues at various levels of seniority', 'Excellent organisational and analytical skills, balanced with the ability to be practical and find solutions', 'Strong written communication skills with the ability to communicate clearly and concisely', 'Self-confidence, with the ability to both facilitate workshops and present materials']]",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DveHtaohNZTTr4NJ6iQ6LvBAugsddynFItxJfHbw6F-O3gQvnLG9-eGsy0TvdastRnJ3Fn4V5zA-9Bd4DI49h9ve_z1hG106c97AnuiUgTEfeU_pf0UFlLtC9ngwuSDbjHXCgsEnSrHy9JMP_-3Z5hzJsED2rxKH1-0-3CoENjog-T_eKsdMaGCTU2MDcfFeOsEGGf2LWgSpzxgpH66RASiCR-if58F1F5K45bBf42Hq5D5A3HhBiKugPuZWU6K7Zisn9d1swVC-YN0MnAG0JqToNWUuxzNCBOp91e7YLFdX2fqqAY7GL2sf5uMHk0pFtWyK7DJuagD170aGvtLXYtAoX5foYuEntikyoHwJf9dNFLtjSghzu0vEv6YS18kc7Ayidz5Q4ImgsG59H6n5gN-PW_9dNGrmbXNQO3v1iJjw==&p=1&fvj=0&vjs=3
N/A,Business Analyst,[],https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWy7OLB1tEZciegRxT-X5uRcdiAqT0UGUkDoAiUmwAHU1bxeMAW9TCAvIWKl4ZMkyQ6em0125cKXs9pl9GceM2p5uhq-RIo8Cy9G2HMndnEaCpF9e7QPZwv0bv_n__zD9aQE1VBry1wqLUXouJragAMSwIIPr6JTlf_tpCj4BFk7UM_DWeJccMWR4-Wk1WN7exRj6DsExpywwt8gnHOkd1eytOeEEcHhhcO1WcUN081sC8Yiq2pkm2C3o3tUA2cl3yaTM-LMsMxX8UOOTrrBasqb5KA3tT-K5t1aWCFHpuge1T43oEEKJNV4KHR1l6zsTQYouU3vvvtQ_lcSYywCVb8o5VgttSKdVgs1ET5RVFDer8i2DcQYHYJ20rinO1tLzb_ktfiohjJsj_TOs1EEy-XlRSH1SsOKADCFTE5cWO4u0IFzFN-xR5mbM9MCOVweFFbRQdDu7ODX0I7cp1KIBFqzyvqjukoJ5UcQlIpoxmUQ==&p=2&fvj=1&vjs=3
QBE,Catastrophe Modelling Analyst,"[['Manage the analysis workflow - extract data from underwriting systems, maintain cat modelling databases, provide analysis results and guidance to internal customers', 'Produce customised reports on exposure and modelled results', 'Analyse catastrophe reinsurance structures and strategies to support reinsurance placements', 'Continually review processes and data quality, establish initiatives to deliver improvements', 'Provide timely information and estimates of potential claims during catastrophe events', 'Evaluate insurance pricing for individual accounts and product classes', 'Contribute to Group projects as required, liaising with other divisions', ''], [""a number of years' experience in a catastrophe modelling or analytical role"", 'Degree level education in mathematical or scientific subject', 'Insurance industry experience highly regarded', 'Previously worked with large sets of data with an eye for detail', 'Property insurance knowledge will be highly regarded', 'Basic understanding of regulatory environment in Australia  New Zealand', 'Excellent analytical, interpersonal, communication and organizational skills', 'Database software including MS Access, SQL or SAS', 'Catastrophe modelling software eg. RMS or AIR, preferred', ''], ['Paid Parental leave (inclusive of paid superannuation during this time)', 'Secondment opportunities', 'Employee assistance programme', 'Paid volunteer leave', 'Purchased leave', 'Product discounts', 'Superannuation matching', '']]",https://indeed.com/rc/clk?jk=a9aa11f9e891cd5d&fccid=bfb394bc9a4b4f1e&vjs=3
Woolworths Supermarkets,Business Analyst,"[['Would you like to be part of a high performing Finance team for Australia’s largest Supermarket chain?', 'Be a part of one of the largest Finance functions in Corporate Australia.', ''], ['Manage cost centres for Woolworths Supply Partners - deliver insightful commentary and actionable insights based on production mix, yield performance, financial and non-financial metrics. Maintain and review Inventory costing and master data.', 'Define solutions to automate and improve reporting using systems such as Foods Connected, Quintiq, Tableau and Google Cloud Platform', 'Play a key role in the Annual Operating Plan (Budget)', 'Analyse business drivers, prepare monthly forecast identifying risks and opportunities.and perform other ad hoc analysis as required', 'Apply initiative  solution orientated approach with commitment to improve ways of working', ''], ['Exposure to SQL platforms including Google Cloud Platform, Python, MySQL or similar', 'Previous experience working with SAP or ERP equivalent', '']]",https://indeed.com/rc/clk?jk=82af4bbf7aa02079&fccid=4fa27cf74ed20337&vjs=3
Woolworths Supermarkets,Procurement Analyst (12 month secondment),"[['Working with stakeholders to create sourcing objectives and requirements while developing strategies to carry out RFPs with suppliers', 'Supporting Category Managers in analysing how to approach the commercials of new sourcing activities (e.g. reviewing possible pricing structures for the products or services, deep-diving into supplier cost structures etc.)', 'Evaluating supplier responses to sourcing events, including quantitative analysis of costs, and presenting comparative results to responses against other suppliers.', 'Working with complex data sets to formulate meaningful business insights', 'Presenting findings to senior stakeholders within the business', ''], ['University degree in an appropriate discipline', '2+ Years experience in Analytics (preferably within Procurement)', 'Research skills for understanding our non-trade industries (e.g. Supply Chain, IT, Equipment)', 'High ability in Microsoft Excel (advanced formulas, dashboard presentations etc.)', 'Sound understanding of commonly used IT systems within Woolworths - eg. Ariba, Tableau, SQL', '']]",https://indeed.com/rc/clk?jk=ce18ca781e9eb641&fccid=4fa27cf74ed20337&vjs=3
N/A,Procurement Analyst (12 month secondment),[],https://indeed.com/rc/clk?jk=ce238ebc826fd8be&fccid=de0d8c889992311e&vjs=3
Commonwealth Bank,Business Risk Analyst,"[['Perform deep diagnostic reviews on issues and providing robust insights to help inform change/project requirements', 'Engage and influence stakeholders (internal and external to FAS) to ensure the successful delivery of agreed projects on time', 'Raise, investigate, document and resolve potential risks which may impact our customers or business', 'Take ownership of agreed actions through engaging with multiple stakeholders, facilitating workshops, developing training packs and communications, with follow up activities to support the success of the change.', 'Be a risk culture change advocate and helping to embed a risk and control awareness across the business', 'Review and upload standard operating procedures to FAS iSource', ' '], ['Strong understanding of the FAS business', 'Strong Risk Mindset', '12 months experience within FA Hardship/ PSPR', 'Strong knowledge of retail banking, with knowledge of call centres and collections a distinct advantage', 'Strong desire to get curious and dig deep into issues which can identify critical threats and opportunities and take action to resolve accordingly', 'Ability to analyse trends, diagnose problems and issues and then recommend appropriate actions dealing with the underlying root causes', 'Able to work on many projects concurrently, and successfully navigate conflicting priorities', '']]",https://indeed.com/rc/clk?jk=ca9708bc425c578e&fccid=26f47cce54403a22&vjs=3
N/A,Business Risk Analyst,[],https://indeed.com/company/EMARK/jobs/System-Analyst-c84f14e95db3a2c3?fccid=c7bd1ff6fce836d8&vjs=3
Telstra Health,Business Analyst - 6 month FTC,"[['', 'Work with stakeholders to elicit, document, organise and prioritise business requirements', 'Conduct the necessary testing and systems analysis.', 'Analyse information needs and functional requirements and deliver functional requirements, Business Requirements Documents, Use Cases, Screen and Interface designs', 'Ensure all relevant key stakeholders are informed of the progress of project implementation and manage client expectations', 'Work with project teams to ensure the successful and timely delivery of the project'], ['', 'Working for the largest Australian-based provider of software for healthcare providers and funders', 'Being part of a digital health organisation on an accelerated growth path', 'Developing strong relationships with internal and external stakeholders']]",https://indeed.com/rc/clk?jk=5ceb54ffbfd793ea&fccid=37a309344fac585c&vjs=3
N/A,Business Analyst - 6 month FTC,[],https://indeed.com/company/Softtestpays/jobs/Business-Intelligence-Support-Officer-e6e636add06ffc9f?fccid=4f2e868f75abacba&vjs=3
Veeva Systems,Junior Data Analyst (Contract),"[['', 'Support OpenData Delivery projects from conception to completion within scope and on time.', 'Assist with the management of customer relationships, provide secondary support to the customer during project implementation, post-implementation support and maintenance, acting as a subject matter expert of Veeva OpenData Delivery offering.', 'Design, develop and test CRM and MDM integration solutions as well as successful deployment to ensure project success.', 'Implement automated data collection and validation processes', 'Analyse and perform data matching, cleansing, validation and load on incoming customer data by using/developing ETL processes for automated workflows.', 'Create project documentation and create functional specifications for internal/external stakeholders.', 'Create project status reports and provide updates to key stakeholders', 'Provide day to day Veeva OpenData support to both internal and external customers'], ['', 'Degree qualified in Computer Science or Business IT or Information Systems', 'At least 1 years in CRM development and implementation, SaaS Salesforce experience preferred', 'Good communication skills', 'Good English skills', 'Ability to work with customers and team members based in different regions and time zones', 'Highly organized, advanced planning and analytical skills.', 'Ability to perform in high demand matrix team-based environment', 'Extensive experience working with relational databases and the SQL language i.e. MS SQL Server, MySQL, PostgreSQL, and Analytical/Database Tools', 'Experience in analysis query language like PowerQuery or DAX, and reporting tools such as Tableau.', 'Experience in a scripting language (Python, R, Perl, Ruby, etc.)', 'Experience and understanding of ETL concepts', 'Proficiency working with data to identify trends and anomalies.', 'Experience in project management', 'Ability to self-manage multiple simultaneous projects'], ['', 'Understanding of Master Data Management and systems.', 'Experience with medical and life sciences related industries referred', 'Knowledge of medical terminology and data quality and compliance standards within the life sciences industry', 'Experience with Veeva CRM and/or Veeva Network'], ['', 'Coffee, fresh fruits and snacks']]",https://indeed.com/rc/clk?jk=4834571a8f62137e&fccid=353eb997fc901045&vjs=3
N/A,Junior Data Analyst (Contract),[],https://indeed.com/rc/clk?jk=8bf4414b2d76123f&fccid=dd616958bd9ddc12&vjs=3
KUKA Robotics,Software Engineer,"[['', 'Deliver defined parts of a project, including update of specifications, module design, implementation, testing, integration (in-house and on-site), and documentation', 'Develop applications based on Java JEE, Web and Oracle PL/SQL technologies embedded into the company’s product frameworks', 'Development includes frontend and backend solutions and testing the software in accordance with design requirements and test plans based on the functional specifications', 'Resolve software support incidents within defined SLA’s agreed with local CS Support Department heads', 'Identify root cause issues with live operational sites and develop permanent solutions to aid continuous improvement', 'Take ownership of software trackers, but highlighting defects within support incidents and ensures those are resolved', 'Implement minor change orders for installed base solutions', 'Available for support outside of office hours (based on escalations)', 'Participate in regular meetings with the implementation team', 'Represent Regional HUB by participating in regular meetings within the global CS community and local CS Support teams', 'Effective use of defined toolsets (Eclipse, Maven, Jenkins, Sonar and Subversion) in accordance with company standards', 'Travel when required (up to 30%/40% of the time) to customer sites during onsite installation and commissioning'], ['', 'Some years of experience with software development', 'Previous experience of working in a team providing software solutions in projects with tight budgets and timeframes.', 'Has knowledge in programming Java SE  EE business (backend) and web applications (frontend)', 'Is knowledgeable with OO principles and techniques (Java architectures, design patterns)', 'Demonstrated understanding of Eclipse development environment, Maven build automation and CI environments, preferably Sonar / Jenkins', 'Holds knowledge about test driven development, preferably based on JUnit and Mockito', 'Some understanding of Application Servers, preferably Oracle GlassFish or Oracle Fusion Middleware Weblogic', 'Strong commitment to learn and improve IT and domain skills', 'Database design and SQL programming knowledge', 'Willingness to work in dynamic yet fun environment', 'Has a strong interest in new technology and is happy to learn on the job with support', 'Experience in the supply chain or logistics industry. (desirable)', 'Experience with automated material flow systems conveyor, crane, etc. (desirable)', 'Some years of experience in consulting or system integration. (desirable)']]",https://indeed.com/rc/clk?jk=3d9243b7583a2482&fccid=53544a1298fd9768&vjs=3
Qantas Airways Limited,Machine Learning Data Engineer,"[['Be part of a passionate group of Machine Learning and Data Engineers who are responsible for the development and delivery of high quality machine learning and data solutions', 'Work on exciting projects and initiatives across Qantas Airline', 'Permanent opportunities based at our Mascot Campus', ''], ['Expertise in building maintainable and scalable end to end solutions using Apache Spark in the AWS environments.', 'Experience taking research code into production – collaborating with data scientists to transition data processing approaches and machine learning models to production', 'Hands-on experience in machine learning and feature engineering', 'Strong verbal, written and presentation skills with an ability to communicate in both technical and business language', 'Extensive skills in Python, Scala / Java, Apache Spark, Hadoop, SQL, ML libraries', 'Experience with Pyspark, Lambda and Redis', 'Experience in implementing data processing / streaming architectures (e.g. Spark, Kafka, Kinesis)', 'Experience building robust and performant bespoke models from scratch or within an existing ML framework (e.g. Spark MLlib)', 'Ability to have a foot in both camps (data science  engineering)', 'Experience with near real-time recommendation systems', 'Apply the principles of TDD and co-ordinate automation with Quality Engineers.', 'Understanding and promoting security, compliance and governance.', 'Work within a team to help scoping and shaping future work to ensure optimal outcomes.', 'Work with other engineers and architects across the business on technical roadmaps across languages, tools, techniques, patterns and solutions.', 'We’ve worked hard to create a culture that will challenge and excite you – and we try to provide every opportunity for your success.', '']]",https://indeed.com/rc/clk?jk=1f4a33ddbde14941&fccid=324609cba1d1a5ac&vjs=3
Genworth,Business Analyst,"[['', 'Translate business requirements into clear and measurable outcomes', 'Provide detailed analysis and advice for business solutions, systems and process change across the business using relevant data', 'Assist in the remediation of data quality issues and identifying policy, system and procedural improvements', 'Supporting the maintenance of the appropriate data and information across the portfolio', 'Support the creation of business analysis and presenting insights to key stakeholders (including Senior Leadership Team, Customer and Regulator)', 'Help running effective scrums using AGILE framework', 'Organising and facilitating workshops to identify, analyse, interpret and document business functional and non-functional requirements using established methodologies', 'Working with project sponsors, owners and stakeholders to develop robust and quality concept papers and business cases, with the inclusion of cost and benefits analysis', 'Communicating progress and status using standard tools, templates and practices', 'Enhancing business analysis capabilities across the business through mentoring, training and enhancing templates, tools and processes', 'Support the Business Intelligence Manager and senior business analyst in ensuring all system problems and risk issues are communicated to the relevant parties and that permanent solutions are identified and executed', 'Support the Business Intelligence Manager to influence, collaborate and build consensus with stakeholders to arrive at decisions'], ['', 'At least 2-3 years’ experience in the financial services, preferably banking and finance, with strong understanding of integrations between traditional backend systems and digital touchpoints', 'Minimum of a Bachelor’s degree (Business, Statistics or IT preferred)', 'Demonstrated knowledge of technology design processes, reporting and analytics, including technology architecture mapping', 'Proficient in MS Office, including Excel, Word, PowerPoint, Tableau, Visio and Project', 'Strong interpersonal skills with proven ability to collaborate and influence internally / external customers', 'Demonstrable awareness of risk management and control', 'Highly numerate / data literate with strong analytical / problem-solving skills', 'Experience in working in a high-paced, customer focussed environment', 'Ability to manage multiple priorities, whilst delivering quality outcomes to deadline', 'Consistently demonstrate a positive, enthusiastic attitude, and take the initiative to overcome obstacles', 'Attention to detail and the ability to work independently with minimal supervision while being part of a high performing team', 'Excellent interpersonal and communication skills with proven ability to effectively communicate with stakeholders and colleagues at various levels of seniority', 'Excellent organisational and analytical skills, balanced with the ability to be practical and find solutions', 'Strong written communication skills with the ability to communicate clearly and concisely', 'Self-confidence, with the ability to both facilitate workshops and present materials']]",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DveHtaohNZTTr4NJ6iQ6LvBAugsddynFItxJfHbw6F-O3gQvnLG9-eGsy0TvdastRnJ3Fn4V5zA-9Bd4DI49h9ve_z1hG106c97AnuiUgTEfeU_pf0UFlLtC9ngwuSDbjHXCgsEnSrHy9JMP_-3Z5hzJsED2rxKH1-0-3CoENjog-T_eKsdMaGhwdeYia1SiZjiy_xTBp54g9l9DOegTyTLz7WMN0E2CY0QxlmzHMFz_fRN8VMUTLYxG2I_iI-153vAoVXUb4_XnP2L9hLHmIFC4G3TTmspclQnEW7Rl2lf-YLkujsCr9GRNtNn2xqk_GRUXO2SKhYn5Hxg87CF2r0npWj87QSZmOTmTS7K7PC14frF33E4ZWpz5_oL2PFDYIvYMbJ6XkCL8FGEeAiIrD3UYS0flZGZABW0MLEjMDNOA==&p=16&fvj=0&vjs=3
N/A,Business Analyst,[],https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DYPgD8Hx-8BDNzkwsgZX-rz3Oa_I8XTEoEKCSDnvy1JD5LB6TgpSPeeDjg8dkuvSAomJKXOZZcd7R_JY8LUfD_qVP5PScjgRvZ-3lR5RR3_x4wij8_e8D3iLouGULixnoDyXEthaIteWccHUe_jvDkb_AdZRSuXi8n4oFxb15W23r4i_dJjoIOa5T7wOBxBW2LLH0r2_heahUdwfDXNnGDhL0QT1CY4uOB9FrfFSLMWVwltadgq6CSpCkD-_Ykr6UpzIyYddsIxJJdYhmibq4QVDfkU8nHIbMr42qPcmH6NWIHVHf9kQU2TMvBVbKsxLkvnymanbPaTsTAijkxmUh-Aa1ZVmSgG3qVuF9SAY3jEcb0in0hez7up8V_0mlt5WSahQT1OuEVPqZu27uDuYXsvs_M6JUPcmZf2P3le3nl8K00LmvV3FM6jI3aRDOflbc=&p=17&fvj=1&vjs=3
